gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,is_hypertension
0.071552,0.94546,-0.1526,-1.6392,-0.87912,-0.34032,0.21847,-0.23249,-0.91757,0.29866,0.53164,1.0117,-0.58106,0.15332,-1.0397,0.092229,-1.85,-0.2956,-1.7364,-1.1381,-0.97368,0.00099783,0.3232,0.34644,0.58391,-2.6139,-0.33937,0.39684,1.7218,0.61709,0.43585,-0.093445,-0.041957,1.3748,0.80637,-1.5894,0.90635,1.6642,0.31248,-0.95716,0.39077,0.37528,-0.033312,-0.06636,-0.46039,1.1189,0.16232,0.85619,0.050675,-0.28446,0.29762,0.77446,1.1417,-0.49503,-2.1308,-1.1487,-0.10584,0.25127,0.3239,0.32788,-2.0877,-1.1367,-0.85537,0.82087,-1.617,0.47102,0.085745,-0.62426,0.80186,-0.71058,0.92361,-0.77115,1.2662,0.35337,2.8288,-0.6453,-0.66567,0.48814,-0.20441,0.78854,-0.016275,-1.8704,1.1072,0.717,-0.72369,-0.93515,-1.2539,-1.1955,-0.85474,-0.55932,-2.9628,1.0452,-0.99557,0.46893,1.9539,-0.46873,-1.5618,0.28212,-0.1529,-0.2467,1
-0.92321,-0.70978,0.081182,-0.60019,0.5605,0.96482,0.027604,-0.0041307,1.9031,0.09833,0.93848,-0.80374,-0.39458,-0.83592,-0.00048922,0.58999,0.64216,-0.43427,-2.0334,0.12751,0.013473,0.59203,1.7731,-0.77241,0.4955,-0.036898,2.758,-1.4437,-0.58662,2.3471,1.5297,-0.41622,-0.030011,0.55112,-0.59886,0.97959,-1.3431,-0.24969,-1.1123,0.57461,-0.91077,-0.45321,-3.1908,0.34644,0.30932,-0.72609,-0.17184,-1.0645,-6.3294,-0.20628,0.93626,-1.9547,0.58488,0.36476,2.3941,0.5378,-0.80464,-0.33561,0.3056,-0.1896,0.76616,-0.093822,0.034133,-0.11371,-1.0882,1.0375,-0.85849,0.12112,0.7775,0.64667,-2.287,-0.15639,0.12356,0.67961,-0.72973,-1.4075,0.80808,0.2576,0.10181,1.857,3.1872,1.3303,0.061808,0.3314,-0.64344,0.067612,0.14343,-0.71403,-0.66412,-0.67121,-0.18638,-0.81411,1.2313,-1.0119,1.1926,0.14992,-0.55713,0.81434,-0.33671,-0.23829,1
2.5143,0.69491,-1.1377,-0.017329,1.0352,0.37388,0.71635,1.1491,-0.64854,0.90841,-0.21845,-1.6601,-0.8811,-2.3779,0.065432,0.039587,1.1115,1.3299,0.084045,1.3646,0.81753,0.42211,0.62446,-1.3197,-0.53518,0.60818,0.4185,0.87427,1.3804,-0.78209,0.38612,0.2174,-0.027364,-0.55112,1.2426,0.77832,0.75761,-0.73056,0.071965,-0.55749,1.1871,-0.35386,-0.46606,0.098412,-0.088759,0.058645,1.3388,-1.6626,-0.47636,0.85533,-0.49972,-0.34929,0.10336,1.1265,0.78743,0.2148,1.5294,0.19193,2.4964,-2.2991,-0.37545,-1.8593,0.89184,0.19385,-0.76446,-0.15608,1.8507,0.74711,0.29967,1.5469,-0.78329,-2.7228,-1.3874,0.52694,-0.9218,-0.40961,0.55722,-0.36739,1.5837,0.46331,0.053422,-0.43101,-0.020953,-0.055878,0.78139,0.24316,0.20561,-0.12817,0.33168,0.53807,-0.65765,1.2955,1.0036,0.51123,-0.20538,-0.5809,0.86058,0.28779,0.88288,-0.10315,1
3.4878,0.28733,1.2647,0.99095,2.2161,-1.652,0.39473,1.9557,2.1877,1.5657,0.50379,-1.6982,-0.47053,-1.7069,3.6566,0.22033,0.34739,1.8944,-2.7703,2.4663,1.593,-0.21715,0.11514,-2.3487,0.55581,-1.3814,-0.82861,-0.62278,1.2433,-0.90493,0.47392,0.61682,0.84311,0.53951,-0.72073,0.5012,1.454,0.014037,-0.40727,-0.95799,1.5109,0.63747,0.44569,-0.69908,0.41635,-0.72429,1.467,-1.4771,-0.62172,-0.11703,-0.90832,-0.48513,-0.25883,-0.39313,2.1405,1.7005,1.0311,0.89999,-1.6559,-1.605,0.8726,-0.4282,2.6006,1.1702,0.43288,-1.8187,3.3631,0.98967,0.25444,0.015897,-1.4515,-1.9492,0.34718,-3.7442,-0.51621,1.7784,0.039196,0.89914,1.2782,0.67485,1.1471,-0.80259,-1.4072,-2.4931,-0.4473,0.63774,-0.060231,-0.090398,1.129,0.18298,0.7231,-1.3706,1.2329,1.5012,0.73948,-0.63154,2.8687,-0.44057,-1.2498,2.9685,1
2.4673,0.49993,0.55957,1.3643,1.6955,-0.56792,1.411,2.9741,1.6685,2.1708,-0.62941,0.35954,0.74624,-0.176,1.0715,1.0814,0.72782,1.8717,-0.73338,2.9646,0.90688,-0.11584,-0.96154,-1.7187,-0.059406,0.95382,-0.70111,-2.2373,1.7195,-1.3364,-0.78953,-0.17568,0.95565,-0.065464,-1.5411,-0.0081661,0.919,0.058635,-1.1085,-2.2726,1.3398,0.45524,-0.091658,-0.44255,-1.3206,-1.3466,1.1496,-2.4311,-0.72744,-0.67234,-1.1748,-1.9245,-0.90171,0.33066,2.495,-1.0217,0.92381,0.37665,-1.824,-0.70329,0.97923,-0.81397,1.5552,1.3351,-0.69236,-2.0511,4.0627,2.1776,0.020217,-0.27151,-1.7206,-0.29832,-0.80205,-0.27579,0.39255,1.7798,1.0394,0.009532,3.1863,-1.6687,0.66594,0.67475,-1.1053,-0.38381,-0.93383,0.8832,-0.6915,-0.17705,1.4736,0.2873,0.011568,-0.11564,2.1479,0.18315,-0.044838,0.60514,3.3126,-3.1026,0.63187,-0.8721,1
-0.13624,-1.7674,-0.17159,0.0032857,2.196,0.32584,0.016124,-0.0084631,-0.4097,-0.67197,0.25647,-1.2359,0.43791,0.36592,-0.1899,0.31906,1.3718,0.2019,-0.37701,0.30269,1.3578,-0.69331,1.539,-1.1289,-1.7151,1.0206,1.1397,-1.9912,0.2765,0.44619,1.5702,2.2533,1.1566,1.4962,-0.75708,0.71676,-1.2631,0.12037,1.6889,-0.029683,-0.69143,-1.0982,0.63705,0.33526,-1.128,-0.71949,0.0020129,0.53633,-0.19849,0.87048,0.78581,-1.3459,-0.75266,-0.10483,-0.43635,2.3747,-0.82576,0.67601,-0.024622,-1.3583,0.080213,-2.2873,-0.069231,1.4472,1.4789,0.41733,-0.1639,0.21388,0.40567,-0.77825,0.088996,-1.5105,-0.70684,-2.6991,-0.73092,0.63196,-0.19938,0.84973,-0.094384,1.311,0.52936,0.3788,1.1049,0.18022,-0.24239,1.2285,-0.96744,-0.48876,1.4981,-0.18244,-1.276,-1.657,0.62898,-0.35436,0.28401,-0.24291,-1.1659,0.5147,-0.12808,0.49681,1
0.71024,0.074605,0.48585,1.0178,0.16536,-0.2223,0.4947,0.68378,-0.36198,0.021535,-0.058502,-1.0777,-0.43055,-0.30063,0.61977,-0.33614,-1.5474,1.1334,-0.49411,0.18514,1.3491,-0.37781,0.69462,1.4992,1.2384,-3.2355,1.5797,0.52366,-0.24202,0.49494,0.020042,-1.529,-0.65969,0.68566,-0.40047,0.44439,0.13875,-1.3823,-1.2977,-0.014859,0.5479,-0.37377,0.88607,0.97129,-0.082883,-0.090073,0.2443,0.17296,-0.15694,-0.18446,0.031229,0.23229,0.8284,-0.57777,0.19033,0.11661,2.2132,0.50572,0.63214,-0.050199,0.056058,0.14994,0.66309,0.5501,-0.24689,-0.7442,0.70853,0.90704,-0.5419,-1.2969,0.47022,-3.6366,0.069517,-0.34848,-0.39506,1.1933,-0.52516,0.64557,0.3383,0.45444,-1.2211,-0.50625,0.55634,-0.56394,0.16758,1.2032,0.47408,0.26399,0.21919,0.48042,-0.75691,-0.58936,0.089011,-0.82486,1.007,-2.0604,0.66671,-0.10404,0.88977,1.3138,1
-0.42304,0.31238,-0.069999,-0.73367,-1.0745,0.87682,0.15968,0.53668,0.49703,-0.45,0.71058,0.34558,0.02546,-2.7106,-0.45676,0.13983,-0.96572,0.32901,-0.91738,-0.35618,0.1822,-1.051,0.86331,-1.206,-3.8333,-0.83358,0.87364,0.54738,1.3926,-1.1418,1.3544,-0.33612,0.04153,-0.38754,-0.45781,0.11055,-0.19564,-1.3617,-0.098434,0.7298,-1.051,-0.10925,0.19626,0.2259,-0.33488,-0.83093,0.57942,-0.69474,0.081483,0.21562,1.2523,0.524,-0.52249,0.36765,0.29404,-0.42621,1.041,1.0688,1.4047,-1.3714,0.80924,0.20743,-0.73424,0.033035,0.041008,1.3117,0.16064,-0.27173,-0.59085,-0.37498,0.15766,-0.85133,-0.29294,0.091863,0.10945,1.2871,0.83292,0.093098,0.060189,0.92418,0.5425,-0.13271,0.27687,-0.69514,-1.1184,0.41147,0.51289,-0.011929,0.07038,1.128,0.19525,1.0639,0.98754,-0.64765,0.037805,0.76718,-0.0051252,-0.20344,1.4787,-0.67207,1
0.38438,-0.98446,0.61951,1.0132,0.38796,-0.2738,-0.06875,0.34209,-0.68895,0.47161,0.066856,-0.75597,-1.0031,-4.1253,0.045563,-0.47008,0.073701,0.22006,0.36239,-0.10566,0.33919,-0.45571,-0.18591,0.66652,-1.0156,0.041921,-0.080839,-1.4301,-1.1561,-0.76516,-0.62479,-0.98073,-0.29994,0.25396,0.073478,-0.33033,-0.74933,-0.44011,-0.56557,-0.15163,-0.13416,0.075213,0.20804,0.19074,-0.045166,0.66068,0.7103,0.3507,0.087085,-1.8573,-0.034703,0.39302,-0.14597,-0.71249,-0.69877,0.8412,0.1108,0.10019,1.0246,-0.68027,-1.4455,-0.096751,-0.32034,1.0093,-2.6461,0.10553,0.05598,-0.55765,-0.33125,0.18999,0.59358,-1.8139,0.63122,0.24955,-0.68933,-1.1684,0.74932,-0.98033,-1.1655,-0.35386,-1.0655,-0.65133,-0.13971,0.50594,-0.83733,-0.30555,-0.30168,-1.6361,-0.4428,-0.78283,0.86566,0.17816,0.84736,-0.49566,-0.0039062,-1.621,-0.5834,0.83575,-0.84772,-0.037088,1
0.54656,0.62044,-0.099239,-0.51259,-0.050442,-2.3812,0.93287,-1.4401,0.86596,0.42116,0.29541,0.085725,0.33315,1.1063,0.20782,-0.1251,1.5626,0.42677,0.54534,-0.18423,0.64489,-1.1064,2.2456,-0.23487,-0.45603,-0.71602,0.39246,0.7408,-0.26133,0.62262,2.0643,-2.1946,-1.2858,0.33432,1.917,-0.74347,-1.6193,-0.31387,-0.76208,-1.6487,0.32882,-1.0548,1.1154,0.99338,0.58476,-0.97098,0.35159,-1.4055,0.027419,-1.828,0.65086,0.6099,-0.81281,-0.27888,0.27842,0.23472,-0.86993,1.3503,0.66441,-0.15215,-0.45859,-0.58209,-0.1328,-0.29201,0.88954,-0.87866,0.73923,0.42401,0.52921,1.8637,1.2815,0.51388,1.1609,0.42943,0.66238,-0.17844,-0.73843,1.4541,-1.0607,2.5265,1.0117,-0.82057,0.58802,0.57354,-1.1122,0.036138,-0.1637,-1.0537,-0.2006,-0.99745,1.291,1.0483,-0.13889,-1.0104,1.5407,-0.2139,-0.56184,0.61265,0.57908,0.87254,1
-0.65824,0.18494,1.0283,-1.3862,-1.1077,-0.13181,0.017251,0.087919,-0.3865,0.75117,0.33407,0.36321,0.083803,-3.6984,-0.31071,-0.97048,0.99074,-1.6687,0.63897,0.34737,0.29369,1.6643,0.51561,0.73819,-2.3235,0.30271,1.1221,0.1836,-0.3594,0.91834,0.025869,2.2326,1.1054,0.51929,1.317,0.42546,0.016461,-1.7538,0.51867,-0.1058,-0.96348,0.32156,-0.25547,1.2318,1.3706,0.88486,-2.0043,0.2883,-0.00039769,0.8167,0.10632,0.91331,-0.1368,-0.72602,0.39699,-0.065353,-1.7834,-0.59186,0.15847,0.11411,0.41707,1.6073,-0.90305,-0.017404,0.93691,-0.43799,-1.1518,-1.3792,-0.11768,0.20576,0.42094,0.64132,-1.0962,0.60489,-1.5372,-1.7827,-1.1261,1.7627,-1.3054,0.15559,0.29997,0.41332,0.20529,0.11161,-0.30157,0.58038,0.054856,-0.96905,0.098339,0.9868,1.0137,0.72374,0.98313,-0.53554,-1.5854,-0.53892,-0.2091,0.39906,0.14983,0.055519,1
-0.33813,-0.95968,0.056326,-0.52749,-0.66135,2.0426,0.26289,0.51075,-0.89143,1.0586,0.61104,0.39959,1.7433,0.98916,-0.7743,2.4699,1.8231,0.79505,0.27633,-2.1401,0.972,0.45125,-0.11006,0.68999,-0.072623,1.4215,-0.08871,-1.198,-1.6807,0.30669,-0.0095713,-1.3,1.5391,0.31136,-0.87729,0.59811,0.11685,1.4751,1.7737,2.7728,-0.0071475,0.92569,0.2845,-0.5371,0.91383,0.94916,0.48726,0.67452,0.72518,-0.62715,0.22449,0.11914,0.65656,0.2298,-1.923,1.5683,0.41738,-0.91717,1.5283,0.31516,0.076563,0.25278,0.94385,1.4446,0.18167,1.3532,0.52851,1.231,0.12697,1.1741,0.063061,1.0395,0.71454,-0.068842,1.3325,0.87881,1.4542,1.3245,-0.16348,0.26326,-0.91727,0.89039,0.69671,0.88666,1.4379,-0.91529,2.3214,-1.3332,-0.69567,-1.3042,0.0082302,0.74107,0.76135,0.45824,-0.055787,0.86067,0.25689,0.43033,-1.066,-1.3719,1
-0.15663,0.67295,0.39241,0.41949,-0.96253,0.10864,0.73178,0.27424,-1.0006,-0.12643,-0.34766,0.21387,-0.18499,0.41271,-0.75995,-0.11394,0.88105,0.64346,-0.48439,-0.56142,0.58625,0.010881,-0.11554,-0.91338,-0.48723,-0.33736,0.63964,-0.083503,-0.57565,0.39722,-0.19833,-1.3809,-0.39335,0.41967,0.61903,0.24653,1.1478,0.33316,0.44018,-0.046125,0.0067296,0.92375,0.33895,-0.12232,0.63951,-1.5741,0.74767,-5.2719,0.48355,-0.93816,0.57726,-1.0327,-0.19783,-0.85751,0.67684,0.3017,0.27021,-0.29064,-0.084538,-0.70609,-1.0059,-0.85509,-1.0809,-1.0368,-0.61215,0.6475,-0.27568,-0.63192,-0.58399,-0.3368,-2.683,-0.037145,0.5409,0.58546,-1.2851,0.060724,-0.71745,0.047967,0.7971,-0.066808,-0.012357,-0.46926,0.053415,0.13168,0.90497,0.10907,0.45989,0.51494,0.61879,0.4097,0.084223,1.1058,0.73797,-1.2851,-0.29773,-0.6408,-0.15778,0.63188,-0.58427,-0.39076,1
1.3763,-0.10108,-0.022241,0.25634,2.2338,-1.8223,0.29704,0.92573,0.092449,0.87463,0.68851,0.052084,-0.44307,0.17059,-0.6212,0.31851,1.0691,0.7992,-1.1657,1.828,1.2028,-0.41523,-0.766,-1.7587,0.3394,-0.31875,2.6403,0.79467,1.256,0.12929,-0.51641,-0.35033,0.92219,0.3218,1.806,1.1248,-0.043249,-0.05844,-1.3359,-0.99416,0.60332,0.77921,-0.66938,0.66285,-0.28897,-0.9312,1.6765,-1.8393,-0.70626,0.052674,-0.35767,-2.6985,-0.19537,0.53212,1.6013,0.94223,0.54373,0.88622,0.4588,-1.0829,1.4555,-1.9343,1.8107,1.9718,-1.6549,-1.7761,2.4461,2.1461,-0.248,-0.73214,-1.7167,-2.1046,-0.67105,0.19536,-0.79577,1.6638,0.41432,0.43807,1.1045,-0.7562,0.36793,-0.06733,0.24849,-2.1081,-1.0721,-0.44352,0.019604,-1.6532,0.78954,0.37533,0.24159,1.2809,1.0059,-0.62392,-0.01043,0.35481,1.4844,-0.1861,-0.32664,0.23373,1
-0.47107,-0.71323,1.6942,-0.83013,0.12758,2.0445,0.91203,1.3619,-0.36352,2.0623,1.2468,1.0078,-1.0807,-1.7706,-0.52143,0.87374,1.2373,-0.45295,-0.2395,-0.17376,2.7759,-0.27668,-0.62673,0.31505,0.36619,1.3972,0.084826,0.47489,1.8128,0.32413,-0.50354,0.14917,0.62246,0.93862,-0.96033,0.7818,1.5258,0.16557,0.85848,0.54973,1.1472,-1.8413,1.502,0.1455,-1.5354,-2.2611,0.1114,0.37208,0.46205,1.2247,-1.1897,0.38013,1.145,1.1836,0.76544,-2.4769,0.53179,1.3519,-1.3662,-0.23507,-0.13314,0.69518,0.36972,0.93591,0.73583,0.67097,0.41266,-0.18661,-0.31185,1.1883,1.1618,0.13204,-0.75156,0.53551,0.72553,-0.14095,1.5081,1.7714,0.969,-0.5285,-0.4418,-0.64693,-0.027081,0.16927,0.16736,0.72063,1.5637,-0.52602,-0.52787,0.93774,-0.57919,0.086194,0.71487,0.12931,-1.5798,1.7765,1.1013,-5.76,0.38414,0.38106,1
3.8572,1.3939,-0.31624,2.4139,2.4983,-0.043793,0.82927,0.67121,-0.066742,0.24426,0.81241,-3.1926,1.2391,-1.0329,-0.38964,0.48227,-0.70547,2.1684,-1.0907,3.1051,1.4366,-0.63733,-0.097597,-2.0381,-0.13802,-0.19842,0.75052,0.012333,1.8091,0.077473,0.20501,-1.001,1.2278,0.60109,1.3074,-0.25019,0.87691,-0.60532,0.6569,-1.081,2.7871,2.4406,-1.5043,0.03256,-3.1873,-1.1244,2.0169,-0.46007,-0.51822,1.3261,-0.63141,-4.6922,-1.1629,0.20997,1.6938,-0.7603,2.7975,1.1627,2.9156,-1.0687,-1.0429,-2.1376,3.0613,2.9741,-2.0437,-0.89764,2.6102,1.3874,-1.294,-0.26879,-0.75765,-0.36291,0.22774,-0.55392,-1.91,2.165,0.059337,-0.71407,3.1289,-0.10577,1.1026,-1.5218,-0.011288,-1.6474,-1.8052,2.8292,-0.36608,-1.0669,1.7604,2.0727,-0.80634,1.3586,0.41361,1.8472,1.9065,-0.36651,0.9968,-0.41373,0.28065,2.0918,1
-0.63759,-0.47305,0.059572,0.66021,-0.43568,0.26224,0.029807,0.039448,-0.027049,-0.47329,0.026159,0.43209,-0.62664,-0.35522,0.063391,-0.22975,-1.0453,-0.83651,0.34319,-0.11375,-0.37015,0.39081,1.2793,0.32216,0.15215,0.6485,0.85076,-0.77056,0.74676,-0.014467,1.1321,-0.62181,-0.37812,-0.30917,-0.17789,-0.34853,0.069682,0.045752,0.0058608,-0.2336,-0.85146,-0.31309,-1.1223,-0.0091467,-0.37682,1.0984,-0.76914,0.14658,0.33036,-0.36689,-0.49312,0.87101,-0.28386,-0.16166,-0.46362,-0.27394,-0.68763,0.39066,-0.81021,-0.15955,-0.099907,0.63026,-0.73441,-0.51515,-0.01998,-0.53488,-0.25843,-0.67648,-0.84693,0.34887,1.3392,0.10901,-0.2685,0.35922,-0.97965,-0.69734,0.64696,0.043129,-0.76286,1.1731,0.33671,-0.13668,-0.6307,0.57732,0.081973,0.24521,0.40224,-0.035281,-0.18275,0.79974,-0.84622,0.123,-0.35354,1.9366,-1.9403,-0.057022,-0.097067,0.28016,-0.11951,-0.50807,1
0.021336,0.21882,-1.2536,-0.36958,-0.12889,0.80515,1.1608,1.4023,-0.65027,0.88497,2.34,0.038962,1.6116,0.79323,0.45355,0.41863,1.0266,0.45408,0.69372,0.040664,-0.44442,-6.403,0.024927,-1.8063,0.82843,0.67304,0.24751,0.01791,0.82521,1.9371,-0.33105,0.62909,0.60496,0.60944,1.2528,0.73253,-0.018969,1.0824,1.8267,0.76653,-1.3411,0.98077,1.0141,0.91656,1.604,-2.4463,-3.1547,1.7758,0.28668,0.99049,0.21002,-0.15798,-0.04909,0.49235,-1.0006,0.55798,-0.82571,-0.78269,-2.2023,1.1167,1.1968,0.42268,-0.21915,-2.2548,0.90396,2.3174,-0.9761,-0.097284,-1.3519,0.98932,-0.18138,2.0132,0.76983,1.1737,0.50743,0.42112,1.1298,0.15593,-0.036158,-0.29293,0.39898,1.669,-0.24511,0.27237,-0.51167,0.85183,1.2431,1.5069,-0.13848,-0.32713,0.27662,-2.2618,0.54862,1.8019,-0.57323,1.4873,-0.26206,1.1994,0.53703,-0.22978,1
-0.81936,-1.7056,0.12456,-0.013875,0.22944,-0.96655,-0.22793,-0.8206,-1.0264,-0.52963,-0.25258,-1.5909,-1.1399,-0.41789,0.65816,-0.020286,-0.069297,0.76512,-0.55004,-0.31361,0.24175,0.25089,0.39569,0.21914,0.60055,0.92446,-0.22766,0.95442,0.065598,-0.48523,-0.24102,0.060422,0.79104,-0.35128,0.24667,-1.3805,0.39074,-1.2969,1.7457,-0.57786,0.3131,0.76325,-0.33228,0.28474,-1.1677,0.31028,0.29437,-0.16065,0.13176,1.1533,0.039872,0.50774,0.26354,0.34685,-0.27193,-0.90655,0.86552,0.24522,1.8417,0.40851,-0.68655,-1.7089,0.066549,-0.91732,-1.0871,-0.42987,0.043241,0.69669,-0.15208,-0.84941,0.27634,0.48545,0.30542,0.49184,-0.59033,-0.95433,-0.89375,0.1732,1.04,0.12303,-0.15734,-0.61023,-1.1785,0.41032,-0.77895,0.14078,0.64209,0.30111,-0.81194,0.67118,0.13472,0.11113,-0.15752,0.20081,0.22301,0.5538,0.86359,0.6413,0.31942,-0.62165,1
0.94923,0.37853,0.26111,0.0027852,1.2829,0.40869,-0.13811,-0.17043,1.2331,-0.55733,0.49741,-0.26828,0.052276,0.49017,0.63578,0.080399,0.61673,-0.92437,0.52334,-0.37801,0.47661,-0.20668,0.6539,0.16062,-0.27113,0.75895,0.18986,-1.7329,-1.7849,0.59224,0.10545,0.12686,0.66683,0.2268,0.65141,0.31919,1.2001,-0.19217,0.23371,0.41902,0.11452,0.81272,1.183,0.34963,-0.29786,-0.41779,-0.41038,0.89455,0.71158,0.72152,0.50956,0.1764,0.74576,-0.18433,0.92285,0.34065,-0.49545,0.87492,-1.094,-1.1232,-0.53027,1.8296,-0.64545,0.14095,0.76056,0.52342,-0.66798,-0.55984,-0.16068,1.0115,1.0455,-0.014508,0.46905,-3.947,0.5603,-0.57014,0.23415,0.61643,-0.059239,0.43417,-1.143,1.6048,-0.25466,0.47413,-0.41583,0.9844,0.40222,0.40506,-0.35019,0.13782,-0.30676,-3.3245,0.74412,0.72059,2.3209,0.69061,-1.8868,0.89476,-0.36299,1.2313,1
0.51227,0.9781,0.51424,-0.24611,0.40479,0.58129,0.30355,-0.95122,-1.0264,0.42193,-0.50441,-1.4629,0.73634,-0.37511,0.51145,-0.60432,0.058902,0.28322,-1.4836,-1.1661,-0.11126,-1.0246,-0.34332,0.050791,-0.055474,-0.2168,0.70573,0.50534,0.7846,-0.81341,-0.61013,-0.44479,-1.0998,0.67546,-0.29122,0.72811,-1.7925,-1.0921,-0.13807,0.34185,-0.85955,2.084,0.44494,1.1367,0.39185,-0.26508,-0.85581,1.033,0.37532,-0.12706,-0.44587,0.86446,-0.42276,1.7974,-1.39,0.56126,0.47841,-0.49631,-0.00010908,0.47436,0.29849,-0.29195,-0.561,-0.34566,-0.21923,-0.41351,-0.35151,-0.75129,1.5838,0.85162,1.1398,0.0015694,0.46164,0.33958,0.72746,-0.5113,0.10652,0.094542,0.22052,-0.036501,-0.13612,-1.486,1.3473,0.19357,-1.5677,-0.026445,1.3361,1.2607,-1.9069,-0.65407,1.4075,-0.46219,-0.97833,-0.85564,-0.35358,-0.61942,-1.5299,0.70876,0.71462,-0.20278,1
0.82581,1.6557,0.39039,0.99989,0.66627,1.2217,0.15426,0.442,0.40329,0.37183,0.729,-0.53222,-0.77745,-1.1516,0.41049,0.78343,-1.2554,0.66581,-0.45434,0.47992,0.50776,0.43914,0.33176,0.24148,-0.6696,0.04408,-1.3148,-0.96917,-0.33534,-0.45479,0.47792,-0.23136,-0.14656,0.15211,0.25399,0.45372,1.2459,-1.2382,0.56005,1.355,-0.98958,-0.61965,0.020283,0.47926,-0.89012,-1.1459,0.29317,-2.0336,0.41579,0.46221,-0.26981,0.18586,1.2527,-0.16189,0.67049,0.49476,-0.37925,-0.60831,0.56991,0.69288,-1.1489,1.063,0.88363,0.1799,0.19163,0.94561,0.39091,-0.65374,0.052979,-0.61084,-0.52567,1.6891,-0.15454,0.063413,-0.083547,-0.27175,-2.1109,0.53762,-0.44952,-0.56485,2.3968,1.1765,-0.74436,-2.4274,-1.1833,0.33545,0.70856,-0.20642,1.3878,0.87541,-0.17227,-1.6508,0.5974,-0.11572,-0.24493,1.2514,-0.33016,0.16054,0.40941,0.44977,1
0.60485,0.31347,0.077171,0.15984,0.50265,-0.75749,-1.3775,-2.6458,0.37363,0.43751,-0.55974,-2.5007,2.1869,0.71589,0.15521,-1.9813,1.7942,-0.28755,1.3403,-0.60638,-0.49237,0.0091989,-0.031586,0.99062,-0.29537,0.57308,0.85524,0.35809,-0.74838,0.37871,-0.12691,0.67925,1.5499,1.452,-1.711,2.1527,-0.47871,0.25068,-0.1639,-1.6827,-0.21085,1.5067,0.77357,1.5369,1.3151,-1.705,-0.65979,1.5032,-0.88447,-1.1951,1.177,-1.2936,-0.22598,1.5916,-0.97955,0.92944,-1.9559,1.571,0.85736,0.15769,-1.619,0.090959,-1.6209,0.65425,-1.7743,-0.99799,-0.71345,-0.2586,1.0899,0.74709,-0.017809,-0.33258,0.19167,0.2366,-0.72545,-0.2718,-0.15685,0.66884,1.1394,0.17115,-1.0996,-0.75582,1.8632,1.7765,0.59485,1.4749,2.029,0.59268,0.3238,0.33783,0.97542,0.12159,-2.4814,-0.67959,-0.30486,0.50531,0.92482,0.45541,-1.1977,1.3905,1
0.16827,0.22732,1.0508,0.4325,1.2829,2.6967,-0.35305,-0.050637,-2.1138,0.3106,-0.4488,0.059868,1.4567,0.12466,1.8459,0.84858,1.0873,0.7376,0.37432,0.59687,0.33369,1.3958,-1.7724,0.39916,0.8481,-0.54247,-0.421,-2.6952,0.46014,-0.041166,-1.8494,-0.046029,0.14803,1.0331,0.18425,-0.46289,0.77577,1.0149,2.1655,2.4477,2.1111,0.84098,0.44526,0.529,1.8232,1.3093,0.66444,1.4966,-1.4657,-0.56176,0.45126,0.06655,0.9882,0.49843,0.072205,1.354,0.0702,-1.9476,1.2688,0.86574,-0.058075,-0.99731,0.29781,0.10441,-1.2407,2.1679,0.78817,1.107,1.5042,-0.47097,-0.12806,-2.0769,0.32299,-6.389,-0.21263,1.638,-1.4313,1.6553,1.1311,-1.1799,-0.47018,0.69254,1.9616,0.5081,0.70017,-0.017368,-0.74332,-1.2496,-0.56112,-0.24755,-1.1041,-3.4885,-0.61677,0.6921,-0.33533,0.7203,0.60445,0.25985,-1.2237,0.0014433,1
0.40676,1.3257,0.43295,0.79121,0.24664,1.4507,-0.31799,-1.556,-0.13711,0.74501,0.27337,-1.6542,0.8154,-0.22141,0.67668,-0.057227,-0.18754,-1.5348,0.56966,0.38351,-0.68012,0.38745,0.5308,-2.0459,0.15578,-0.39058,1.5189,0.17602,-2.0113,-0.2745,1.0216,0.43638,0.039635,0.67816,1.9907,0.84591,-0.657,0.18965,0.054424,1.067,-0.71065,-0.0080448,-2.0368,0.91471,0.88571,-1.5593,0.19896,0.7894,-3.5219,1.289,1.2148,-0.69378,-0.96558,0.86485,0.14872,1.198,0.39485,0.40279,0.75255,-0.31159,0.14402,-0.84801,-0.55126,0.58343,-1.5113,1.5645,0.27317,-0.8485,-1.0907,1.7654,-1.3347,0.92264,-0.0077511,-0.4269,-0.2198,1.6572,0.79429,-0.34265,-1.613,0.82447,0.0028722,-0.42606,1.7719,0.44103,1.1903,-0.36598,1.9167,-0.72569,0.58563,0.4068,0.43387,-0.59755,-1.4996,0.76919,1.2735,-0.19645,0.67744,0.12301,1.3403,-0.34825,1
